LANStream starting on http://0.0.0.0:8090  (local: http://localhost:8090)
INFO:     127.0.0.1:57926 - "GET /api/media/TV%20Shows/Counterpart/poster.jpg HTTP/1.1" 200 OK
INFO:     127.0.0.1:54512 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:54514 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:54516 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:54518 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:61885 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:61887 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:57733 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:50382 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:52867 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:55001 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:64950 - "GET /api/settings HTTP/1.1" 200 OK
